"ISO3","CountryName","WorldRMSE","WorldVars","ContRMSE","ContVars","RegRMSE","RegVars","Region1","Continent"
"FRA","France",1.3386,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.3342,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",0.8969,"SHHTNPREVMAZS, SLTLFACTI1524MAZS, SPDYNIMRTFEIN, SPPOP3034MA5Y, SPPOP0509MA5Y, SPPOP5559MA5Y, SPPOP5559FE, NECONPRVTCN, NVSRVTOTLZS, SMPOPREFGOR, NEEXPGNFSKDZG, BMGSRTRANZS, ENATMGHGOKTCE, NYGDPFCSTCD, SEENRPRIMFMZS","Western Europe","Europe"
"GBR","United Kingdom",1.6655,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.7073,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",3.4155,"SPADOTFRT, AGLNDFRSTK2, NYADJAEDUGNZS, SHDYN2024, SHDTHMORT, SHDTHMORTFE, SPPOP1014MA5Y, SPPOP2024FE5Y, SPPOPAG01MAIN, SPPOPAG04FEIN, ITCELSETSP2, SLEMPWORKMAZS, SLUEMTOTLMAZS, AGLNDARBLHAPC, AGLNDAGRIZS, NVAGRTOTLCD, MSMILTOTLP1, AGCONFERTZS, TXVALMRCHXDWD, TMVALMRCHXDWD, SMPOPREFGOR, TMVALOTHRZSWT, BXGSRTRVLZS, TXVALTRVLZSWT, NVINDMANFKD, ENATMCO2ELFZS","Northern Europe","Europe"
"GEO","Georgia",0.6349,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",2.8746,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS",10.1083,"SHHTNTRETFEZS, AGLNDFRSTZS, ENPOPDNST, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1564FEZS, SPPOP1564MAZS, SPPOP1564TOZS, SPPOP3539MA5Y, SPPOP6569FE5Y, SPPOP4549MA5Y, SPPOP5559FE, SPDYNAMRTFE, NYGDPMKTPKDZG, NYGDPPCAPKDZG, TGVALTOTLGDZS, AGSRFTOTLK2, SLEMPMPYRFEZS, TXVALMRCHR5ZS, BNGSRFCTYCD, NVINDMANFZS, FMASTDOMSCN, NEGDIFTOTKDZG, FIRESTOTLCD, NYADJICTRGNZS, NYGNSICTRGNZS, SEENRPRIMFMZS","Western Asia","Asia"
"GHA","Ghana",2.6624,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.8383,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS",0.5886,"SPURBGROW, SPADOTFRT, SLTLFCACTMAZS, SLTLFACTIMAZS, AGLNDFRSTZS, SHDYNMORTMA, SPDYNCDRTIN, SHDTHMORTMA, SHDTHIMRT, SHDTH1519, SPPOP1014MA5Y, SPPOP7579FE5Y, SPPOP4044FE5Y, SPPOP5054MA5Y, SPPOP7074FE5Y, SPPOPAG05MAIN, SHIMMMEAS, ENATMMETHEGKTCE, ENATMMETHKTCE, SLUEMTOTLFEZS, SLSRVEMPLMAZS, ENATMNOXEEGKTCE, SLEMP1524SPFEZS, NECONGOVTCN, NYADJDRESGNZS, NEGDIFTOTCN, TXVALMRCHR1ZS, AGLNDAGRIK2, FPCPITOTL, TMVALMRCHR6ZS, TXVALMRCHR6ZS, TXVALMRCHR3ZS, BGGSRNFSVGDZS, NVINDTOTLKN, SHSTAOWADFEZS, SEENRPRIMFMZS","Western Africa","Africa"
"GRC","Greece",1.1039,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.3372,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",0.338,"SHHTNPREVZS, ENPOPDNST, SHDYNNMRT, SHDYNMORT, SHDTHNMRT, SPPOP1564MAZS, NYGDPPCAPKD, NYGDPPCAPPPCD, NYADJDKAPGNZS, SLEMP1524SPZS, ERFSHCAPTMT, AGLNDAGRIZS, TXVALMRCHXDWD, NVMNFTECHZSUN, SMPOPREFGOR, NEGDIFTOTKN, NYGDYTOTLKN, BMGSRCMCPZS, FMASTDOMSCN, NVINDEMPLKD, ENATMCO2ELFZS, SEENRPRIMFMZS","Southern Europe","Europe"
"GTM","Guatemala",0.8703,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.5734,"SPRURTOTLZS, SPADOTFRT, SGLAWNODCHR, SPPOP3539FE5Y, SPPOP1564FEZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP7074MA5Y, SPPOP5054MA5Y, SLFAMWORKMAZS, NVAGRTOTLZS, FIRESXGLDCD, SHSTAOB18MAZS, EGELCACCSURZS, NEDABDEFLZS",0.9038,"SHHTNTRETZS, SPADOTFRT, AGLNDFRSTZS, SGPENSXHREM, SPDYNLE00FEIN, SPDYNLE00IN, SHDYNMORT, SHDYN0509, SPPOP1014MA5Y, SPPOP1564FEZS, SPPOP0509MA5Y, SPPOP4044MA5Y, SPPOP80UPFE5Y, SPPOP4044FE5Y, SPPOP6064MA5Y, SPPOP5559MA, SPPOPAG03MAIN, SPPOP7074FE5Y, ITCELSETS, NYGDPMKTPKN, SHIMMIDPT, TMVALMRCHR1ZS, NECONTOTLCD, SLEMPVULNZS, SLEMPWORKFEZS, SLEMPSELFFEZS, NEGDIFTOTZS, AGCONFERTZS, NVAGREMPLKD, NYEXPCAPMKN, BMKLTDINVWDGDZS, NVINDMANFCN, BXGSRINSFZS","Central America","North America"
"HND","Honduras",1.0028,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.2677,"SPRURTOTLZS, SPADOTFRT, SGLAWNODCHR, SPPOP3539FE5Y, SPPOP1564FEZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP7074MA5Y, SPPOP5054MA5Y, SLFAMWORKMAZS, NVAGRTOTLZS, FIRESXGLDCD, SHSTAOB18MAZS, EGELCACCSURZS, NEDABDEFLZS",0.1844,"SHHTNTRETZS, SPADOTFRT, AGLNDFRSTZS, SGPENSXHREM, SPDYNLE00FEIN, SPDYNLE00IN, SHDYNMORT, SHDYN0509, SPPOP1014MA5Y, SPPOP1564FEZS, SPPOP0509MA5Y, SPPOP4044MA5Y, SPPOP80UPFE5Y, SPPOP4044FE5Y, SPPOP6064MA5Y, SPPOP5559MA, SPPOPAG03MAIN, SPPOP7074FE5Y, ITCELSETS, NYGDPMKTPKN, SHIMMIDPT, TMVALMRCHR1ZS, NECONTOTLCD, SLEMPVULNZS, SLEMPWORKFEZS, SLEMPSELFFEZS, NEGDIFTOTZS, AGCONFERTZS, NVAGREMPLKD, NYEXPCAPMKN, BMKLTDINVWDGDZS, NVINDMANFCN, BXGSRINSFZS","Central America","North America"
"HRV","Croatia",1.028,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.4534,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",0.9944,"SHHTNPREVZS, ENPOPDNST, SHDYNNMRT, SHDYNMORT, SHDTHNMRT, SPPOP1564MAZS, NYGDPPCAPKD, NYGDPPCAPPPCD, NYADJDKAPGNZS, SLEMP1524SPZS, ERFSHCAPTMT, AGLNDAGRIZS, TXVALMRCHXDWD, NVMNFTECHZSUN, SMPOPREFGOR, NEGDIFTOTKN, NYGDYTOTLKN, BMGSRCMCPZS, FMASTDOMSCN, NVINDEMPLKD, ENATMCO2ELFZS, SEENRPRIMFMZS","Southern Europe","Europe"
"HUN","Hungary",1.0824,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.6532,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",1.0807,"SHHTNTRETMAZS, SHHTNTRETZS, SHDYNMORTMA, SPPOP2529FE5Y, SPDYNIMRTIN, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP6569MA5Y, SPPOP7074MA5Y, SPPOP4044FE5Y, SPPOPAG03MAIN, ITCELSETSP2, NYGDPDEFLZS, TXVALMRCHRSZS, NEGDITOTLCN, TMVALMRCHRSZS, NYADJDNGYGNZS, NERSBGNFSCD, SLINDEMPLZS, SLINDEMPLMAZS, SLAGREMPLMAZS, SLAGREMPLZS, NECONTOTLZS, EGFECRNEWZS, NYGSRNFCYCN, ENATMCO2EKDGD, TMVALMRCHXDWD, BXGSRFCTYCD, NVAGREMPLKD, NVINDTOTLKDZG, BNKLTPTXLCD, NVINDEMPLKD, ISAIRPSGR","Eastern Europe","Europe"
"IDN","Indonesia",1.2763,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",410.856,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS",2.0796,"SPPOPGROW, SHHTNPREVMAZS, SPADOTFRT, SPPOP2529MA5Y, SPDYNCDRTIN, SHDYN1519, SHDTHMORTFE, SHDTHNMRT, SPDYNLE00MAIN, SPPOP4549FE5Y, SPPOP80UPFE5Y, SPPOP6569FE5Y, SPPOP7579FE5Y, SPPOP5054MA5Y, ENATMMETHEGKTCE, TMVALMRCHR5ZS, NECONPRVTCNAD, ENURBLCTY, NYTRFNCTRCD, NVINDMANFCN, BMGSRCMCPZS, NECONPRVTPCKD, SHSTAOB18MAZS, NVINDMANFKN, NYGDPFCSTCD, NYGDPFCSTKD, NVINDMANFKDZG","South-eastern Asia","Asia"
"IND","India",3.3206,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",714.5918,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS",4.4461,"SPADOTFRT, ENPOPDNST, SPDYNIMRTFEIN, SPPOP1519FE5Y, SPPOP2024MA5Y, SPPOP4044MA5Y, SPPOPAG01MAIN, SPPOP4549MA5Y, SPPOP5559MA5Y, ITMLTMAINP2, NYGDPDEFLZS, NERSBGNFSZS, ENATMMETHAGKTCE, SLFAMWORKFEZS, ENATMNOXEKTCE, SLEMPMPYRZS, ENATMCO2EPC, NECONTOTLZS, EGFECRNEWZS, TXVALMRCHR3ZS, BNGSRGNFSCD, BGGSRNFSVGDZS, NYTTFGNFSKN, NVSRVEMPLKD, NEGDITOTLKDZG, NYTAXNINDCD","Southern Asia","Asia"
"IRL","Ireland",1.9434,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",1.2662,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",2.9732,"SPADOTFRT, AGLNDFRSTK2, NYADJAEDUGNZS, SHDYN2024, SHDTHMORT, SHDTHMORTFE, SPPOP1014MA5Y, SPPOP2024FE5Y, SPPOPAG01MAIN, SPPOPAG04FEIN, ITCELSETSP2, SLEMPWORKMAZS, SLUEMTOTLMAZS, AGLNDARBLHAPC, AGLNDAGRIZS, NVAGRTOTLCD, MSMILTOTLP1, AGCONFERTZS, TXVALMRCHXDWD, TMVALMRCHXDWD, SMPOPREFGOR, TMVALOTHRZSWT, BXGSRTRVLZS, TXVALTRVLZSWT, NVINDMANFKD, ENATMCO2ELFZS","Northern Europe","Europe"
"IRN","Iran, Islamic Rep.",2.4467,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",372.9656,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS",5.4004,"SPADOTFRT, ENPOPDNST, SPDYNIMRTFEIN, SPPOP1519FE5Y, SPPOP2024MA5Y, SPPOP4044MA5Y, SPPOPAG01MAIN, SPPOP4549MA5Y, SPPOP5559MA5Y, ITMLTMAINP2, NYGDPDEFLZS, NERSBGNFSZS, ENATMMETHAGKTCE, SLFAMWORKFEZS, ENATMNOXEKTCE, SLEMPMPYRZS, ENATMCO2EPC, NECONTOTLZS, EGFECRNEWZS, TXVALMRCHR3ZS, BNGSRGNFSCD, BGGSRNFSVGDZS, NYTTFGNFSKN, NVSRVEMPLKD, NEGDITOTLKDZG, NYTAXNINDCD","Southern Asia","Asia"
