Indicator Code,Indicator Name
SHSTASTNTMAZS,"Prevalence of stunting, height for age, male (% of children under 5)"
SHSTAMALNZS,"Prevalence of underweight, weight for age (% of children under 5)"
SHSTAMALNFEZS,"Prevalence of underweight, weight for age, female (% of children under 5)"
SHSTAMALNMAZS,"Prevalence of underweight, weight for age, male (% of children under 5)"
SHSTAWASTZS,"Prevalence of wasting, weight for height (% of children under 5)"
SHSTAWASTFEZS,"Prevalence of wasting, weight for height, female (% of children under 5)"
SHSTAWASTMAZS,"Prevalence of wasting, weight for height, male (% of children under 5)"
SEPRMCMPTFEZS,"Primary completion rate, female (% of relevant age group)"
SEPRMCMPTMAZS,"Primary completion rate, male (% of relevant age group)"
SEPRMCMPTZS,"Primary completion rate, total (% of relevant age group)"
SEPRMENRLFEZS,"Primary education, pupils (% female)"
SEPRMTCHRFEZS,"Primary education, teachers (% female)"
HDHCIMORT,Probability of Survival to Age 5
HDHCIMORTFE,"Probability of Survival to Age 5, Female"
HDHCIMORTMA,"Probability of Survival to Age 5, Male"
SESECPROGZS,Progression to secondary school (%)
SESECPROGFEZS,"Progression to secondary school, female (%)"
SESECPROGMAZS,"Progression to secondary school, male (%)"
SGGENPARLZS,Proportion of seats held by women in national parliaments (%)
SGTIMUWRKFE,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)"
SGTIMUWRKMA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)"
SGGENMNSTZS,Proportion of women in ministerial level positions (%)
SGVAW1549ZS,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49)
SGVAWAFSXZS,Proportion of women who have ever experienced any form of sexual violence (% of women age 15-49)
SGVAWIPVEZS,Proportion of women who have ever experienced intimate partner violence (% of women age 15-49)
SGVAWHLPVZS,Proportion of women who have sought help to stop physical or sexual violence (% of women age 15-49)
SELPVPRIMBMP,Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold
UISROFST3FCP,"Rate of out-of-school youth of upper secondary school age, female (%)"
UISROFST3MCP,"Rate of out-of-school youth of upper secondary school age, male (%)"
SLTLFCACTFMZS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate)
SLTLFCACTFMNEZS,Ratio of female to male labor force participation rate (%) (national estimate)
SLUEM1524FMZS,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate)
SLUEM1524FMNEZS,Ratio of female to male youth unemployment rate (%) (national estimate)
fin38a,Received a public sector pension in the past year (% age 15+)
fin38a2,"Received a public sector pension in the past year, female (% age 15+)"
fin38a1,"Received a public sector pension in the past year, male  (% age 15+)"
g20treceive,Received digital payments in the past year (% age 15+)
g20treceive2,"Received digital payments in the past year, female  (% age 15+)"
g20treceive1,"Received digital payments in the past year, male (% age 15+)"
fin26ta,Received domestic remittances in the past year (% age 15+)
fin26ta2,"Received domestic remittances in the past year, female (% age 15+)"
fin26ta1,"Received domestic remittances in the past year, male  (% age 15+)"
fing2ptd,Received government payments in the past year (% age 15+)
fing2ptd2,"Received government payments in the past year, female (% age 15+)"
fing2ptd1,"Received government payments in the past year, male (% age 15+)"
fin37ta,Received government transfers in the past year (% age 15+)
fin37ta2,"Received government transfers in the past year, female (% age 15+)"
fin37ta1,"Received government transfers in the past year, male  (% age 15+)"
SGAGERTREFLFE,"Retirement age with full benefits, female"
SGAGERTREFLMA,"Retirement age with full benefits, male"
SGAGERTREPLFE,"Retirement age with partial benefits, female"
SGAGERTREPLMA,"Retirement age with partial benefits, male"
SPRURTOTLFEZS,"Rural population, female (% of total)"
SPRURTOTLMAZS,"Rural population, male (% of total)"
fin18td,Saved any money in the past year (% age 15+)
fin18td2,"Saved any money in the past year, female  (% age 15+)"
fin18td1,"Saved any money in the past year, male  (% age 15+)"
fin17ata,Saved at a financial institution (% age 15+)
fin17ata2,"Saved at a financial institution, female (% age 15+)"
fin17ata1,"Saved at a financial institution, male (% age 15+)"
fin17c14a,Saved for education or school fees (% age 15+)
fin17c14a2,"Saved for education or school fees, female  (% age 15+)"
fin17c14a1,"Saved for education or school fees, male (% age 15+)"
fin16ta,Saved for old age (% age 15+)
fin16ta2,"Saved for old age, female (% age 15+)"
fin16ta1,"Saved for old age, male (% age 15+)"
fin15ta,"Saved to start, operate, or expand a farm or business (% age 15+)"
fin15ta2,"Saved to start, operate, or expand a farm or business, female (% age 15+)"
fin15ta1,"Saved to start, operate, or expand a farm or business, male (% age 15+)"
fin17bta,Saved using a savings club or a person outside the family (% age 15+)
fin17bta2,"Saved using a savings club or a person outside the family, female (% age 15+)"
fin17bta1,"Saved using a savings club or a person outside the family, male (% age 15+)"
SEPREENRR,"School enrollment, preprimary (% gross)"
SEPREENRRFE,"School enrollment, preprimary, female (% gross)"
SEPREENRRMA,"School enrollment, preprimary, male (% gross)"
SEPRMENRR,"School enrollment, primary (% gross)"
SEPRMNENR,"School enrollment, primary (% net)"
SEENRPRIMFMZS,"School enrollment, primary (gross), gender parity index (GPI)"
SEENRPRSCFMZS,"School enrollment, primary and secondary (gross), gender parity index (GPI)"
SEPRMENRRFE,"School enrollment, primary, female (% gross)"
SEPRMNENRFE,"School enrollment, primary, female (% net)"
SEPRMENRRMA,"School enrollment, primary, male (% gross)"
SEPRMNENRMA,"School enrollment, primary, male (% net)"
SESECENRR,"School enrollment, secondary (% gross)"
SESECNENR,"School enrollment, secondary (% net)"
SEENRSECOFMZS,"School enrollment, secondary (gross), gender parity index (GPI)"
SESECENRRFE,"School enrollment, secondary, female (% gross)"
SESECNENRFE,"School enrollment, secondary, female (% net)"
SESECENRRMA,"School enrollment, secondary, male (% gross)"
SESECNENRMA,"School enrollment, secondary, male (% net)"
SETERENRR,"School enrollment, tertiary (% gross)"
SEENRTERTFMZS,"School enrollment, tertiary (gross), gender parity index (GPI)"
SETERENRRFE,"School enrollment, tertiary, female (% gross)"
SETERENRRMA,"School enrollment, tertiary, male (% gross)"
SESECENRLFEZS,"Secondary education, pupils (% female)"
SESECTCHRFEZS,"Secondary education, teachers (% female)"
SESECENRLVO,"Secondary education, vocational pupils"
SESECENRLVOFEZS,"Secondary education, vocational pupils (% female)"
SLEMPSELFFEZS,"Self-employed, female (% of female employment) (modeled ILO estimate)"
SLEMPSELFMAZS,"Self-employed, male (% of male employment) (modeled ILO estimate)"
SLEMPSELFZS,"Self-employed, total (% of total employment) (modeled ILO estimate)"
fin28ta,Sent domestic remittances in the past year (% age 15+)
fin28ta2,"Sent domestic remittances in the past year, female  (% age 15+)"
fin28ta1,"Sent domestic remittances in the past year, male (% age 15+)"
fin2628ta,Sent or received domestic remittances in the past year (% age 15+)
fin2628ta2,"Sent or received domestic remittances in the past year, female (% age 15+)"
fin2628ta1,"Sent or received domestic remittances in the past year, male (% age 15+)"
UISGTVP2V,Share of all students in lower secondary education enrolled in vocational programmes (%)
UISGTVP4V,Share of all students in post-secondary non-tertiary education enrolled in vocational programmes (%)
UISGTVP3V,Share of all students in upper secondary education enrolled in vocational programmes (%)
ICWEFLLCOFEZS,Share of female business owners (% of total business owners)
ICWEFLLCDFEZS,Share of female directors (% of total directors)
ICWEFSOLOFEZS,Share of female sole proprietors  (% of sole proprietors)
UISGTVP2VF,Share of female students in lower secondary education enrolled in vocational programmes (%)
UISGTVP4VF,Share of female students in post-secondary non-tertiary education enrolled in vocational programmes (%)
UISGTVP3VF,Share of female students in upper secondary education enrolled in vocational programmes (%)
ICWEFLLCOMAZS,Share of male business owners  (% of total business owners)
ICWEFLLCDMAZS,Share of male directors (% of total directors)
ICWEFSOLOMAZS,Share of male sole proprietors  (% of sole proprietors)
UISGTVP2VM,Share of male students in lower secondary education enrolled in vocational programmes (%)
UISGTVP4VM,Share of male students in post-secondary non-tertiary education enrolled in vocational programmes (%)
SESECENRLMAVOZS,Share of male students in secondary education enrolled in vocational programmes (%)
UISGTVP3VM,Share of male students in upper secondary education enrolled in vocational programmes (%)
SLUEMNEETFEZS,"Share of youth not in education, employment or training, female (% of female youth population)"
SLUEMNEETMAZS,"Share of youth not in education, employment or training, male (% of male youth population)"
SLUEMNEETZS,"Share of youth not in education, employment or training, total (% of youth population)"
SGIHTASSTPTEQ,Sons and daughters have equal rights to inherit assets from their parents (1=yes; 0=no)
ICREGPROC,Start-up procedures to register a business (number)
ICREGPROCFE,"Start-up procedures to register a business, female (number)"
ICREGPROCMA,"Start-up procedures to register a business, male (number)"
SHSTASUICP5,"Suicide mortality rate (per 100,000 population)"
SHSTASUICFEP5,"Suicide mortality rate, female (per 100,000 female population)"
SHSTASUICMAP5,"Suicide mortality rate, male (per 100,000 male population)"
HDHCIAMRT,Survival Rate from Age 15-60
HDHCIAMRTFE,"Survival Rate from Age 15-60, Female"
HDHCIAMRTMA,"Survival Rate from Age 15-60, Male"
SETERTCHRFEZS,"Tertiary education, academic staff (% female)"
SGAGEFUPNEQ,The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no)
SGAGEPAPNEQ,The age at which men and women can retire with partial pension benefits is the same (1=yes; 0=no)
SHMMRLEVEGT,The government administers 100% of maternity leave benefits (1=yes; 0=no)
SGLAWASSTAR,The law grants spouses equal administrative authority over assets during marriage (1=yes; 0=no)
SGLAWCRDDGR,The law prohibits discrimination in access to credit based on gender (1=yes; 0=no)
SGLAWNMCN,The law provides for the valuation of nonmonetary contributions (1=yes; 0=no)
SGAGEMRETEQ,The mandatory retirement age for men and women is the same (1=yes; 0=no)
SGABSPENB,There are periods of absence due to child care accounted for in pension benefits (1=yes; 0=no)
SGLEGSXHREM,There is legislation on sexual harassment in employment (1=yes; 0=no)
SGLEGDVAW,There is legislation specifically addressing domestic violence (1=yes; 0=no)
SGLAWOBHBMRNO,There is no legal provision that requires a married woman to obey her husband (1=yes; 0=no)
SHPARLEVEAL,There is paid parental leave (1=yes; 0=no)
ICREGDURS,Time required to start a business (days)
ICREGDURSFE,"Time required to start a business, female (days)"
ICREGDURSMA,"Time required to start a business, male (days)"
SLEMPUNDRFEZS,"Time-related underemployment, female (% of employment)"
SLEMPUNDRMAZS,"Time-related underemployment, male (% of employment)"
SHALCPCAPLI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)"
SHALCPCAPFELI,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)"
SHALCPCAPMALI,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)"
SLUEMADVNZS,Unemployment with advanced education (% of total labor force with advanced education)
SLUEMADVNFEZS,"Unemployment with advanced education, female (% of female labor force with advanced education)"
SLUEMADVNMAZS,"Unemployment with advanced education, male (% of male labor force with advanced education)"
SLUEMBASCZS,Unemployment with basic education (% of total labor force with basic education)
SLUEMBASCFEZS,"Unemployment with basic education, female (% of female labor force with basic education)"
SLUEMBASCMAZS,"Unemployment with basic education, male (% of male labor force with basic education)"
SLUEMINTMZS,Unemployment with intermediate education (% of total labor force with intermediate education)
SLUEMINTMFEZS,"Unemployment with intermediate education, female (% of female labor force with intermediate education)"
SLUEMINTMMAZS,"Unemployment with intermediate education, male (% of male labor force with intermediate education)"
SLUEMTOTLFEZS,"Unemployment, female (% of female labor force) (modeled ILO estimate)"
SLUEMTOTLFENEZS,"Unemployment, female (% of female labor force) (national estimate)"
SLUEMTOTLMAZS,"Unemployment, male (% of male labor force) (modeled ILO estimate)"
SLUEMTOTLMANEZS,"Unemployment, male (% of male labor force) (national estimate)"
SLUEMTOTLZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)"
SLUEMTOTLNEZS,"Unemployment, total (% of total labor force) (national estimate)"
SLUEM1524FEZS,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)"
SLUEM1524FENEZS,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)"
SLUEM1524MAZS,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)"
SLUEM1524MANEZS,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)"
SLUEM1524ZS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)"
SLUEM1524NEZS,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)"
SPUWTTFRT,Unmet need for contraception (% of married women ages 15-49)
SPURBTOTLFEZS,"Urban population, female (% of total)"
SPURBTOTLMAZS,"Urban population, male (% of total)"
fin5ds,"Used a mobile phone or the internet to access an account (% with an account, age 15+)"
fin5d2,"Used a mobile phone or the internet to access an account, female  (% age 15+)"
fin5d1,"Used a mobile phone or the internet to access an account, male (% age 15+)"
fin14ba,Used the internet to buy something online in the past year(% age 15+)
fin14ba2,"Used the internet to buy something online in the past year, female(% age 15+)"
fin14ba1,"Used the internet to buy something online in the past year, male(% age 15+)"
fin14aa,Used the internet to pay bills in the past year (% age 15+)
fin14aa2,"Used the internet to pay bills in the past year , female(% age 15+)"
fin14aa1,"Used the internet to pay bills in the past year, male (% age 15+)"
fin14abcatd,Used the internet to pay bills or to buy something online in the past year (% age 15+)
fin14abcatd2,"Used the internet to pay bills or to buy something online in the past year, female (% age 15+)"
fin14abcatd1,"Used the internet to pay bills or to buy something online in the past year, male (% age 15+)"
SESECENRLFEVOZS,"Vocational and Technical enrolment (% of total secondary enrolment), female"
SESECENRLVOZS,"Vocational and Technical enrolment (% of total secondary enrolment), total"
SLEMPVULNFEZS,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)"
SLEMPVULNMAZS,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)"
SLEMPVULNZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)"
SLEMPWORKFEZS,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)"
SLEMPWORKMAZS,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)"
SLEMPWORKZS,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)"
SPDYNWFRT,Wanted fertility rate (births per woman)
SGLAWINDX,Women Business and the Law Index Score (scale 1-100)
SGDMKSRCRFNZS,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)"
SGDMKVISIFNZS,"Women participating in decision of visits to family, relatives, friends (% of women age 15-49)"
SGDMKFOODFNZS,Women participating in decision of what food to cook daily (% of women age 15-49)
SGDMKDPCHFNZS,Women participating in making daily purchase decisions (% of women age 15-49)
SGDMKPRCHFNZS,Women participating in making major household purchase decisions (% of women age 15-49)
SGDMKNONEFNZS,"Women participating in none of the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)"
SGDMKHLTHFNZS,Women participating in own health care decisions (% of women age 15-49)
SGDMKALLDFNZS,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)"
SGVAWREASZS,Women who believe a husband is justified in beating his wife (any of five reasons) (%)
SGVAWREASQ1ZS,Women who believe a husband is justified in beating his wife (any of five reasons) (%): Q1 (lowest)
SGVAWREASQ2ZS,Women who believe a husband is justified in beating his wife (any of five reasons) (%): Q2
SGVAWREASQ3ZS,Women who believe a husband is justified in beating his wife (any of five reasons) (%): Q3
SGVAWREASQ4ZS,Women who believe a husband is justified in beating his wife (any of five reasons) (%): Q4
SGVAWREASQ5ZS,Women who believe a husband is justified in beating his wife (any of five reasons) (%): Q5 (highest)
SGVAWARGUZS,Women who believe a husband is justified in beating his wife when she argues with him (%)
SGVAWARGUQ1ZS,Women who believe a husband is justified in beating his wife when she argues with him (%): Q1 (lowest)
SGVAWARGUQ2ZS,Women who believe a husband is justified in beating his wife when she argues with him (%): Q2
SGVAWARGUQ3ZS,Women who believe a husband is justified in beating his wife when she argues with him (%): Q3
SGVAWARGUQ4ZS,Women who believe a husband is justified in beating his wife when she argues with him (%): Q4
SGVAWARGUQ5ZS,Women who believe a husband is justified in beating his wife when she argues with him (%): Q5 (highest)
SGVAWBURNZS,Women who believe a husband is justified in beating his wife when she burns the food (%)
SGVAWBURNQ1ZS,Women who believe a husband is justified in beating his wife when she burns the food (%): Q1 (lowest)
SGVAWBURNQ2ZS,Women who believe a husband is justified in beating his wife when she burns the food (%): Q2
SGVAWBURNQ3ZS,Women who believe a husband is justified in beating his wife when she burns the food (%): Q3
SGVAWBURNQ4ZS,Women who believe a husband is justified in beating his wife when she burns the food (%): Q4
SGVAWBURNQ5ZS,Women who believe a husband is justified in beating his wife when she burns the food (%): Q5 (highest)
SGVAWGOESZS,Women who believe a husband is justified in beating his wife when she goes out without telling him (%)
SGVAWGOESQ1ZS,Women who believe a husband is justified in beating his wife when she goes out without telling him (%): Q1 (lowest)
SGVAWGOESQ2ZS,Women who believe a husband is justified in beating his wife when she goes out without telling him (%): Q2
SGVAWGOESQ3ZS,Women who believe a husband is justified in beating his wife when she goes out without telling him (%): Q3
SGVAWGOESQ4ZS,Women who believe a husband is justified in beating his wife when she goes out without telling him (%): Q4
SGVAWGOESQ5ZS,Women who believe a husband is justified in beating his wife when she goes out without telling him (%): Q5 (highest)
SGVAWNEGLZS,Women who believe a husband is justified in beating his wife when she neglects the children (%)
SGVAWNEGLQ1ZS,Women who believe a husband is justified in beating his wife when she neglects the children (%): Q1 (lowest)
SGVAWNEGLQ2ZS,Women who believe a husband is justified in beating his wife when she neglects the children (%): Q2
SGVAWNEGLQ3ZS,Women who believe a husband is justified in beating his wife when she neglects the children (%): Q3
SGVAWNEGLQ4ZS,Women who believe a husband is justified in beating his wife when she neglects the children (%): Q4
SGVAWNEGLQ5ZS,Women who believe a husband is justified in beating his wife when she neglects the children (%): Q5 (highest)
SGVAWREFUZS,Women who believe a husband is justified in beating his wife when she refuses sex with him (%)
SGVAWREFUQ1ZS,Women who believe a husband is justified in beating his wife when she refuses sex with him (%): Q1 (lowest)
SGVAWREFUQ2ZS,Women who believe a husband is justified in beating his wife when she refuses sex with him (%): Q2
SGVAWREFUQ3ZS,Women who believe a husband is justified in beating his wife when she refuses sex with him (%): Q3
SGVAWREFUQ4ZS,Women who believe a husband is justified in beating his wife when she refuses sex with him (%): Q4
SGVAWREFUQ5ZS,Women who believe a husband is justified in beating his wife when she refuses sex with him (%): Q5 (highest)
SGRSXREASZS,Women who believe a wife is justified refusing sex with her husband for all of the reasons (%)
SGRSXREASQ1ZS,Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q1 (lowest)
SGRSXREASQ2ZS,Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q2
SGRSXREASQ3ZS,Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q3
SGRSXREASQ4ZS,Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q4
SGRSXREASQ5ZS,Women who believe a wife is justified refusing sex with her husband for all of the reasons (%): Q5 (highest)
SGRSXNORSZS,Women who believe a wife is justified refusing sex with her husband for none of the reasons (%)
SGRSXNORSQ1ZS,Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q1 (lowest)
SGRSXNORSQ2ZS,Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q2
SGRSXNORSQ3ZS,Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q3
SGRSXNORSQ4ZS,Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q4
SGRSXNORSQ5ZS,Women who believe a wife is justified refusing sex with her husband for none of the reasons (%): Q5 (highest)
SGRSXBRTHZS,Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%)
SGRSXBRTHQ1ZS,Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q1 (lowest)
SGRSXBRTHQ2ZS,Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q2
SGRSXBRTHQ3ZS,Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q3
SGRSXBRTHQ4ZS,Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q4
SGRSXBRTHQ5ZS,Women who believe a wife is justified refusing sex with her husband if she has recently given birth (%): Q5 (highest)
SGRSXTIRDZS,Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%)
SGRSXTIRDQ1ZS,Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q1 (lowest)
SGRSXTIRDQ2ZS,Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q2
SGRSXTIRDQ3ZS,Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q3
SGRSXTIRDQ4ZS,Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q4
SGRSXTIRDQ5ZS,Women who believe a wife is justified refusing sex with her husband if she is tired or not in the mood (%): Q5 (highest)
SGRSXSXOTZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%)
SGRSXSXOTQ1ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q1 (lowest)
SGRSXSXOTQ2ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q2
SGRSXSXOTQ3ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q3
SGRSXSXOTQ4ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q4
SGRSXSXOTQ5ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sex with other women (%): Q5 (highest)
SGRSXTMDSZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%)
SGRSXTMDSQ1ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q1 (lowest)
SGRSXTMDSQ2ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q2
SGRSXTMDSQ3ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q3
SGRSXTMDSQ4ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q4
SGRSXTMDSQ5ZS,Women who believe a wife is justified refusing sex with her husband if she knows he has sexually transmitted disease (%): Q5 (highest)
SGOWNHSNOFEZS,Women who do not own a house (% of women age 15-49)
SGOWNHSNOFEQ1ZS,Women who do not own a house (% of women age 15-49): Q1 (lowest)
SGOWNHSNOFEQ2ZS,Women who do not own a house (% of women age 15-49): Q2
SGOWNHSNOFEQ3ZS,Women who do not own a house (% of women age 15-49): Q3
SGOWNHSNOFEQ4ZS,Women who do not own a house (% of women age 15-49): Q4
SGOWNHSNOFEQ5ZS,Women who do not own a house (% of women age 15-49): Q5 (highest)
SGOWNLDNOFEZS,Women who do not own land (% of women age 15-49)
SGOWNLDNOFEQ1ZS,Women who do not own land (% of women age 15-49): Q1 (lowest)
SGOWNLDNOFEQ2ZS,Women who do not own land (% of women age 15-49): Q2
SGOWNLDNOFEQ3ZS,Women who do not own land (% of women age 15-49): Q3
SGOWNLDNOFEQ4ZS,Women who do not own land (% of women age 15-49): Q4
SGOWNLDNOFEQ5ZS,Women who do not own land (% of women age 15-49): Q5 (highest)
SGOWNHSALFEZS,Women who own a house alone (% of women age 15-49)
SGOWNHSALFEQ1ZS,Women who own a house alone (% of women age 15-49): Q1 (lowest)
SGOWNHSALFEQ2ZS,Women who own a house alone (% of women age 15-49): Q2
SGOWNHSALFEQ3ZS,Women who own a house alone (% of women age 15-49): Q3
SGOWNHSALFEQ4ZS,Women who own a house alone (% of women age 15-49): Q4
SGOWNHSALFEQ5ZS,Women who own a house alone (% of women age 15-49): Q5 (highest)
SGOWNHSAJFEZS,Women who own a house both alone and jointly (% of women age 15-49)
SGOWNHSAJFEQ1ZS,Women who own a house both alone and jointly (% of women age 15-49): Q1 (lowest)
SGOWNHSAJFEQ2ZS,Women who own a house both alone and jointly (% of women age 15-49): Q2
SGOWNHSAJFEQ3ZS,Women who own a house both alone and jointly (% of women age 15-49): Q3
SGOWNHSAJFEQ4ZS,Women who own a house both alone and jointly (% of women age 15-49): Q4
SGOWNHSAJFEQ5ZS,Women who own a house both alone and jointly (% of women age 15-49): Q5 (highest)
SGOWNHSJTFEZS,Women who own a house jointly (% of women age 15-49)
SGOWNHSJTFEQ1ZS,Women who own a house jointly (% of women age 15-49): Q1 (lowest)
SGOWNHSJTFEQ2ZS,Women who own a house jointly (% of women age 15-49): Q2
SGOWNHSJTFEQ3ZS,Women who own a house jointly (% of women age 15-49): Q3
SGOWNHSJTFEQ4ZS,Women who own a house jointly (% of women age 15-49): Q4
SGOWNHSJTFEQ5ZS,Women who own a house jointly (% of women age 15-49): Q5 (highest)
SGOWNLDALFEZS,Women who own land alone (% of women age 15-49)
SGOWNLDALFEQ1ZS,Women who own land alone (% of women age 15-49): Q1 (lowest)
SGOWNLDALFEQ2ZS,Women who own land alone (% of women age 15-49): Q2
SGOWNLDALFEQ3ZS,Women who own land alone (% of women age 15-49): Q3
SGOWNLDALFEQ4ZS,Women who own land alone (% of women age 15-49): Q4
SGOWNLDALFEQ5ZS,Women who own land alone (% of women age 15-49): Q5 (highest)
SGOWNLDAJFEZS,Women who own land both alone and jointly (% of women age 15-49)
SGOWNLDAJFEQ1ZS,Women who own land both alone and jointly (% of women age 15-49): Q1 (lowest)
SGOWNLDAJFEQ2ZS,Women who own land both alone and jointly (% of women age 15-49): Q2
SGOWNLDAJFEQ3ZS,Women who own land both alone and jointly (% of women age 15-49): Q3
SGOWNLDAJFEQ4ZS,Women who own land both alone and jointly (% of women age 15-49): Q4
SGOWNLDAJFEQ5ZS,Women who own land both alone and jointly (% of women age 15-49): Q5 (highest)
SGOWNLDJTFEZS,Women who own land jointly (% of women age 15-49)
SGOWNLDJTFEQ1ZS,Women who own land jointly (% of women age 15-49): Q1 (lowest)
SGOWNLDJTFEQ2ZS,Women who own land jointly (% of women age 15-49): Q2
SGOWNLDJTFEQ3ZS,Women who own land jointly (% of women age 15-49): Q3
SGOWNLDJTFEQ4ZS,Women who own land jointly (% of women age 15-49): Q4
SGOWNLDJTFEQ5ZS,Women who own land jointly (% of women age 15-49): Q5 (highest)
SPM152024FEZS,Women who were first married by age 15 (% of women ages 20-24)
SPM182024FEZS,Women who were first married by age 18 (% of women ages 20-24)
SGREGNLIDFEZS,Women with a national identity card or equivalent foundational identity document (% of women ages 15+)
SHDYNAIDSFEZS,Women's share of population ages 15+ living with HIV (%)
UISLPPAG15T24,"Youth illiterate population, 15-24 years, % female"
UISLPAG15T24,"Youth illiterate population, 15-24 years, both sexes (number)"
UISLPAG15T24F,"Youth illiterate population, 15-24 years, female (number)"
UISLPAG15T24M,"Youth illiterate population, 15-24 years, male (number)"
SHHIVTOTL,Adults (ages 15+) and children (0-14 years) living with HIV
SHHIVINCDTL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV
SHDYNAIDS,Adults (ages 15+) living with HIV
SHHIVINCD,Adults (ages 15-49) newly infected with HIV
SHDYNAIDSDH,AIDS estimated deaths (UNAIDS estimates)
SHHIVARTCZS,Antiretroviral therapy coverage (% of people living with HIV)
SHHIVPMTCZS,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV)
SHSTAARICZS,ARI treatment (% of children under 5 taken to a health provider)
SHXPDKHEXGDZS,Capital health expenditure (% of GDP)
SHHIV0014,Children (0-14) living with HIV
SHHIVINCD14,Children (ages 0-14) newly infected with HIV
SHHIVORPH,Children orphaned by HIV/AIDS
SHMLRTRETZS,Children with fever receiving antimalarial drugs (% of children under age 5 with fever)
SHMEDCMHWP3,"Community health workers (per 1,000 people)"
SPREGBRTHRUZS,"Completeness of birth registration, rural (%)"
SPREGBRTHURZS,"Completeness of birth registration, urban (%)"
SPREGDTHSZS,Completeness of death registration with cause-of-death information (%)
SHHIV1524KWFEZS,"Comprehensive correct knowledge of HIV/AIDS, ages 15-24, female (2 prevent ways and reject 3 misconceptions)"
SHHIV1524KWMAZS,"Comprehensive correct knowledge of HIV/AIDS, ages 15-24, male (2 prevent ways and reject 3 misconceptions)"
SHHIVKNOWFEZS,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, female (2 prevent ways and reject 3 misconceptions)"
